Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address               Foreign Address             State       PID/Program name   
tcp        0      0 0.0.0.0:5666                0.0.0.0:*                   LISTEN      3487/nrpe           
tcp        0      0 10.17.85.70:9989            0.0.0.0:*                   LISTEN      8394/perl           
tcp        0      0 127.0.0.1:199               0.0.0.0:*                   LISTEN      6137/snmpd          
tcp        0      0 0.0.0.0:3306                0.0.0.0:*                   LISTEN      14469/mysqld        
tcp        0      0 0.0.0.0:11212               0.0.0.0:*                   LISTEN      9000/memcached      
tcp        0      0 0.0.0.0:111                 0.0.0.0:*                   LISTEN      5719/portmap        
tcp        0      0 0.0.0.0:850                 0.0.0.0:*                   LISTEN      5756/rpc.statd      
tcp        0      0 127.0.0.1:631               0.0.0.0:*                   LISTEN      8348/cupsd          
tcp        0      0 127.0.0.1:25                0.0.0.0:*                   LISTEN      8747/sendmail: acce 
tcp        0      0 10.17.85.70:3306            10.17.85.70:44812           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45791           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34777           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34265           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44813           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45534           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:47070           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:46302           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34520           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44814           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:46813           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:36315           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44815           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45276           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45788           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:36314           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34266           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44808           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45275           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:36317           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:36103          TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:35335          TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34269           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44809           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45530           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:35334          TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44810           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45273           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34271           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34783           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44811           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:46808           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:36100          TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:35844          TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44804           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:45527           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34769           ESTABLISHED 14469/mysqld        
tcp        0      0 10.17.146.20:3306           10.36.34.68:35793           TIME_WAIT   -                   
tcp        0      0 10.17.85.70:3306            10.17.85.70:44805           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.66:46806           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.36.34.68:34256           TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:36362          TIME_WAIT   -                   
tcp        0      0 10.17.146.20:3306           10.14.82.196:36106          TIME_WAIT   -                   
